RBD,Nombre,Dirección,Teléfono,Correo,Página web,Director(a),Sostenedor,Región,Comuna
8054,ESCUELA RURAL MANAO,Camino Costero Quemchi Kilometro 36 - Manao Rural,2684449,directora.manao@gmail.com,Sin información.,Valeria Valeska Paredes Ruiz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8071,ESCUELA RURAL NAL,Nal Rural (camino A Faro Corona),621880,loma.1966@hotmail.com,Sin información.,Luis Omar Mansilla Asencio,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8104,ESCUELA RURAL PUENTE PUNTRA,Puente Puntra,84194126,seron.582@gmail.com,Sin información.,Rosa Liliana Serón Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8096,ESCUELA RURAL PUGUEÑUN,Puguenun Rural,98860855,silviaulloao@hotmail.com,Sin información.,Sin información.,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8061,ESCUELA RURAL PUNTA CHILEN,Punta Chilen,97460759,escuelaruralpuntachilen.ancud@educhiloe.gob.cl,www.escuelaruralpuntachilen.blogspot.com,Egon Richard Vargas Vieille,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8075,ESCUELA RURAL QUILAR,El Quilar,2623613,c.barriacutino@gmail.com,Sin información.,Claudina Eliana Barría Cutiño,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8085,ESCUELA RURAL SAN MIGUEL DE COÑIMO,Coñimo,50901862,escuelaruralsanmiguelconimo.ancud@educhiloe.gob.cl,https://www.mime.mineduc.cl/mime-web/mvc/mime/ficha,Adriana Paulina Díaz Álvarez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8053,ESCUELA RURAL SENDA CHACAO,Senda Chacao Cruce El Quilar ( Sector Rural),86281202,sonia.barria@educhiloe.gob.cl,Sin información.,Sonia De Lourdes Barría Álvarez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8100,ESCUELA RURAL SOL DEL PACIFICO,Pilluco,,escuelaruralsoldelpacifico.ancud@aduchiloe.gob.cl,https://www.facebook.com/profile.php?id=100051829733689,José Hernán Rivera Villalobos,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8049,ESCUELA RURAL VILLA CHACAO,Bellavista -chacao 225,2684483,escuelaruralvillachacao.ancud@educhiloe.gob.cl,Sin información.,Paola Andrea Villarroel Cortés,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8048,ESCUELA YERBAS BUENAS,Yerbas Buenas 815,988568725,jose.vallejos@educhiloe.gob.cl,Sin información.,José Ignacio Vallejos Cárcamo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8105,LICEO BICENTENARIO DE ANCUD,San Antonio 50,2623540,marjorie.santibanez@bicentenarioancud.cl,www.bicentenarioancud.cl,Marjorie Andrea Santibáñez Olivares,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8109,LICEO COMERCIAL EL PILAR,Anibal Pinto 550,2622275,secretariafundacion@fundacionelpilar.cl,www.fundacionelpilar.cl,Marcos Cristian San Martín Gangas,Fundacion El Pilar,DE LOS LAGOS,ANCUD
8044,LICEO POLIVALENTE DE ANCUD,Almirante Latorre 555,,info@polivalenteancud.cl,www.polivalenteancud.cl,Paola Soledad Marileo Hernández,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
22189,LICEO SAN FRANCISCO,Eleuterio Ramirez 382,0980,sanfrancisco.liceo@hotmail.com,Sin información.,Selim Alberto Barría Barría,Corporación Educacional Cumbres De Ancud,DE LOS LAGOS,ANCUD
35176,SALA CUNA Y JARDIN INFANTIL LA SIRENITA,"Antonio Burr, Calle 9 Poblacion Bonilla 915",,leticia_aguilar_2@hotmail.com,,Leticia Del Carmen Aguilar Aguilar,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,ANCUD
8108,SEMINARIO CONCILIAR DE ANCUD,Federico Errazuriz 501,2622397,secretariarectoria@seminarioancud.cl,www.seminarioancud.cl,Ricardo Javier Oyarzo Sandoval,Fundacion Seminario Conciliar De Ancud,DE LOS LAGOS,ANCUD
40369,ESCUELA AMANECER,Pedro Aguirre Cerda 309,2672418,escuelaamanecer@corporacionchonchi.cl,Sin información.,Evelyn Johana Jofré Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
22554,ESCUELA BASICA SAN CARLOS DE CHONCHI,Pedro Aguirre Cerda 201,2673224,escuelasancarlos.chonchi@educhiloe.gob.cl,Sin información.,María Paulina Ampuero Alvarado,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
22379,ESCUELA DE LENGUAJE `ABRAPALABRA`,Prolongacion Avda. Presidente Frei Montalva Nº 360 520,2672572,abrapalabra.escuela@gmail.com,Sin información.,Gisela Ivonne Azócar Poblete,Corporación Educacional Abrapalabra,DE LOS LAGOS,CHONCHI
8225,ESCUELA RURAL CANAN,Canan Rural S/nº,,escuelaruralcanan.chonchi@educhiloe.gob.cl,Sin información.,Caroling Cecilia Miranda Arismendi,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8227,ESCUELA RURAL CHANQUIN,Chanquin,31161816,echanquinchonchi@gmail.com,Sin información.,Ricardo Ariel Luna Chodil,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8220,ESCUELA RURAL CUCAO,Cucao - Rural,2524405,escuelaruralcucao.chonchi@educhiloe.gob.cl,Sin información.,Lautaro Fernando Vera González,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8208,ESCUELA RURAL CURACO DE VILUPULLI,Curaco De Vilupulli,2671237,escuelaruralcuracodevilupulli.chonchi@educhiloe.gob.cl,Sin información.,Karina Graciela Vera Vera,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8213,ESCUELA RURAL EL PULPITO,El Pulpito,2673230,epulpitochonchi@gmail.com,Sin información.,María Cristina Cárcamo Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8211,ESCUELA RURAL HUILLINCO,Huillinco Rural-comuna De Chonchi-chiloe-region De Los Lagos,,escuelaruralhuillinco.chonchi@educhiloe.gob.cl,Sin información.,Fernanda Nataly Haro Cárcamo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8234,ESCUELA RURAL MIRAFLORES,Miraflores,673206,escuelaruralmiraflores.chonchi@educchiloe.gob.cl,Sin información.,Lersy Gabriela Silva Altamirano,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
11553,ESCUELA RURAL NALHUITAD,Nalhuitad Rural,673206,escuelaruralnalhuitad.chonchi@educhiloe.gob.cl,Sin información.,Pedro Cristian Manel Gamín,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8207,ESCUELA RURAL NOTUCO,Notuco  Rural,74733927,escuelaruralnotuco.chonchi@educhiloe.gob.cl,escuela-notuco1.webnode.es/,Patricia Andrea Cuyul Cuyul,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8216,ESCUELA RURAL PUCATUE,Pucatue,2672400,epucatuechonchi@gmail.com,Sin información.,Héctor Alejandro Andrade Ramirez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8226,ESCUELA RURAL QUINCHED,Quinched,97765795,equinchedchonchi@gmail.com,Sin información.,Rodrigo Alejandro Villegas Mancilla,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8210,ESCUELA RURAL QUITRIPULLI,Quitripulli,2636818,escuelaruralquitripulli.chonchi@educhiloe.gob.cl,Sin información.,Romina Segunda Brigitte Vargas Andrade,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8230,ESCUELA RURAL RAUCO,Rauco (sector Urbano),2672414,escuelarauco@corporacionchonchi.cl,www.escueladerauco.cl,Danilo Andrés Andrade Vera,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8231,ESCUELA RURAL TERAO,Terao S/n . Km 18 Camino Chonchi Queilen 177,671237,escuelaruralterao.chonchi@educhiloe.gob.cl,Sin información.,Germán Armando Muñoz Andrade,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8217,ESCUELA RURAL TEUPA,Teupa S/nº,2671237,eteupachonchi@gmail.com,Sin información.,Gloria Maribel Navarro Oyarzo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8228,ESCUELA RURAL VILUPULLI,Vilupulli,671237,evilupullichonchi@gmail.com,Sin información.,Ismenia Del Carmen Plazas Márquez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
12192,INSTITUTO DEL MAR BICENTENARIO CAPITAN WILLIAMS,Juan Guillermos 40,2671239,directora@idemar.cl,www.idemar.cl,Carolina Alejandra Díaz Sánchez,Fundacion Almirante Carlos Condell,DE LOS LAGOS,CHONCHI
42012,JARDÍN INFANTIL DE INTEGRA ALA ALA HUEÑI,Localidad Huillinco,979664611,10.alaalahueni@fundacion.integra.cl,,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE LOS LAGOS,CHONCHI
22117,JARDIN INFANTIL `AGUALUNA`,Gabriela Mistral 352,638030,mcardenasm1@hotmail.com,jardininfantilagualuna.cl,Sin información.,Sociedad De Servicios Educacionales Limitada,DE LOS LAGOS,CHONCHI
8206,LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ,Roberto Andrade 330,2671281,liceomanueljesusab@gmail.com,www.liceomanueljesus.cl,Daniela Belén Millapel Andrade,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CHONCHI
8163,ESCUELA RURAL CHULLEC,"Chúllec Rural, Comuna De Curaco De Vélez",2524405,escuelaruralchullec.cdevelez@educhiloe.gob.cl,Sin información.,Vanessa Fabiola Caicheo Caicheo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
11539,ESCUELA RURAL DOMINGO FAUSTINO SARMIENTO,Camino Curaco-diañ Km 9,667224,claudiacvelez@hotmail.com,Sin información.,Claudia Lorena García Muñoz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8165,ESCUELA RURAL EDUARDO FREI MONTALVA,Sector Palqui Rural,,escuelaruraleduardofreim.cdevelez@educhiloe.gob.cl,Sin información.,Maribel Del Carmen Cárdenas Mercado,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8173,ESCUELA RURAL HUENAO,"Sector Huenao, Comuna De Curaco De Vélez",2667735,escuelaruralhuenao.cdevelez@educhiloe.gob.cl,Sin información.,Cristian Ismael Cona Aro,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8169,ESCUELA RURAL HUYAR ALTO,"Sector Huyar Alto, Comuna De Curaco De Vélez",2667735,escuelaruralhuyaralto.cdevelez@educhiloe.gob.cl,Sin información.,Sandra Patricia Barrientos Ilnao,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8167,ESCUELA RURAL HUYAR BAJO,"Sector Huyar Bajo, Comuna De Curaco De Vélez",667739,adrianasantanavivar@gmail.com,Sin información.,Adriana Del Rosario Santana Vivar,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8170,ESCUELA RURAL SAN JAVIER,Gabriela Mistral 10,576379,milnao12@hotmail.es,Sin información.,Mariela Yencina Ilnao Ruiz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8164,ESCUELA RURAL TOLQUIEN,"Sector Tolquien Rural, Comuna De Curaco De Vélez",667276,omarsole@gmail.com,Sin información.,Patricia Soledad Díaz Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8166,ESCUELA RURAL VISTA HERMOSA,"Sector Los Palquis, Comuna De Curaco De Vélez",999415185,escuelaruralvistahermosa.cdevelez@educhiloe.gob.cl,Sin información.,Sara Del Carmen Soto Quiroz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
8162,LICEO ALFREDO DEL CARMEN BARRIA OYARZUN,Prolongación Goleta Ancud 25,2532061,liceoalfredobarriao.cdevelez@educhiloe.gob.cl,www.liceoalfredobarria.cl,Omar Bernardo Rosas Barrientos,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,CURACO DE VÉLEZ
22699,CENTRO EDUCACIONAL CRECER,Punahuel 1,2381319,carlaperezbahamonde@gmail.com,www.centroeducacionalcrecer.cl,Carla Cecilia Pérez Bahamonde,Corporación Educacional Crecer,DE LOS LAGOS,DALCAHUE
40424,CENTRO EDUCACIONAL RAICES DE MI TIERRA,"Carretera Dalcahue, Mocopulli Km. 2",2642247,raicesdemitierra.ced@gmail.com,Sin información.,Bernarda Renibet Barría Vivar,Corporación Educacional Raíces De Mi Tierra,DE LOS LAGOS,DALCAHUE
22623,COLEGIO AYELEN,Vista Hermosa S/n,79867380,corporacionayelen@gmail.com,Sin información.,Cristian Antonio Sanhueza Cáceres,Corporación Educacional Ayelén,DE LOS LAGOS,DALCAHUE
31463,COLEGIO GOTITAS DE LUZ,Ramon Freire Oriente 660,996301492,colegiogotitasdeluz@gmail.com,gotitasdeluz.cl,Evelyn Beatriz Mansilla Vegas,Corporacion Educacional Gotitas De Luz,DE LOS LAGOS,DALCAHUE
22413,COLEGIO TENAUN ALTO,Tenaun Alto,992402543,colegiotenaunalto@yahoo.es,Sin información.,Sergio Apolio Pérez Delgado,Corporación Educacional Tenaun,DE LOS LAGOS,DALCAHUE
8161,ESCUELA BASICA DALCAHUE,Avda.mocopulli Dalcahue 375 Int.,2642330,yasna.soto@ebdalcahue.cl,www.escuelabasicadalcahue.cl,Yasna Eliana Soto Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
22479,ESCUELA DE LENGUAJE AYELEN,Pasaje Vista Hermosa 1530,642281,escayelen@gmail.com,Sin información.,Karla Andrea Núñez Espinoza,Corporación Educacional Ayelén,DE LOS LAGOS,DALCAHUE
22325,ESCUELA PARTICULAR CHOVI-SAN JUAN,Sector Chovi San Juan,90055333,chovi.sanjuan@gmail.com,www.escuelachovisanjuan.cl,Mario Iván Muñoz Miranda,Corporación Educacional Santa Clara,DE LOS LAGOS,DALCAHUE
22334,ESCUELA PARTICULAR EL ARRAYAN,O Higgins 135,641048,bertytoledo.escuelaarrayan@gmail.com,escuelaparticulararrayan.cl,José Berty Toledo González,Corporación Educacional El Arrayán De Dalcahue,DE LOS LAGOS,DALCAHUE
22610,ESCUELA PARTICULAR NIDO DE CISNES,Pasaje Nido De Cisnes S/n,81496075,nidodecisnes@gmail.com,nidodecisnes.cl,Claudio Fernando Muñoz Miranda,Corporación Educacional Santa Clara,DE LOS LAGOS,DALCAHUE
8158,ESCUELA RURAL CALEN,Calen,2641215,icsalinasruiz@gmail.com,Sin información.,Isabel Del Carmen Salinas Ruiz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8149,ESCUELA RURAL CARIHUEICO,Carihueico,2641215,claudio.gonzalezpitripan@gmail.com,Sin información.,Claudio Andrés González Pitripán,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8144,ESCUELA RURAL CESAR GOMEZ GARCIA,Sector Cruce De Quetalco Ruta W231 00,56288117,escuelaquetalco@hotmail.com,Sin información.,Roberto David Manqui Monsalves,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8160,ESCUELA RURAL CULDEO,Culdeo,641215,elisa.ampuero@gmail.com,Sin información.,Elisa Oriana Ampuero Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8150,ESCUELA RURAL EL PRADO,El Prado,992990545,p2dr4l23v1@gmail.com,p2dr4l23v1@gmail.com,Pedro Enrique Leiva Vidal,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8159,ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE,Puchauran,641215,escuela.puchauran@corpodalca.cl,Sin información.,Inés Del Carmen Ávila Paillacar,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8157,ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA,Tehuaco,2641215,m.bahamonde9@gmail.com,Sin información.,Mackarena Beatriz Bahamonde Bahamonde,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8112,ESCUELA RURAL JUAN VICTORINO TANGOL,Tenaun,641215,pedrochaiten@gmail.com,Sin información.,Pedro Andrés Chacano Mayorga,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
8147,ESCUELA RURAL MALLINLEMU,Mocopulli -ruta 5 -,99259174,escuelaruralmallinlemu.dalcahue@educhiloe.gob.cl,www.escuelamallinlemu.cl,María Tamara Valle Moris,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
11590,ESCUELA RURAL SAN PEDRO,San Pedro,,escuelaruralsanpedro.dalcahue@educhiloe.gob.cl,Sin información.,Denise Juditt Leiva Ruiz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
42054,JARDÍN INFANTIL DE INTEGRA LOS PULPITOS,"Cuarto Centenario, Tenaún",974597563,10.lospulpitos@fundacion.integra.cl,,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE LOS LAGOS,DALCAHUE
22464,LICEO BICENTENARIO DE EXCELENCIA DE DALCAHUE,Av. Mocopulli 375,2641088,contacto@bicentenariodalcahue.cl,www.bicentenariodalcahue.cl,Luisa Paola Martínez Pérez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
35188,SALA CUNA Y JARDÍN INFANTIL RAYUN DUAM,Sector Mocopulli Escuela Rural 75,2641215,direccion@rayunduam.cl,Sin información.,Marcela Patricia Montaner Velásquez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,DALCAHUE
22581,COLEGIO RAICES DE LEMUY,Acheuque Rural,76487187,elsoncarcamo@hotmail.com,Sin información.,Nancy Gertrudiz Alvarado Mansilla,Corporación Educacional Raíces De Lemuy,DE LOS LAGOS,PUQUELDÓN
8195,ESCUELA PUQUELDON,Teniente Merino S/n,2677289,escuela.puqueldon@educhiloe.gob.cl,Sin información.,Alejandro Andrés Carrasco Chamorro,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8202,ESCUELA RURAL DETIF,Detif,677217,escueladetif@gmail.com,Sin información.,Marcela Del Carmen Miranda Arteaga,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8205,ESCUELA RURAL ICHUAC,Sector Ichuac Rural S/n,2677217,escuelaichuac@live.com,Sin información.,Juan Oliverto Vargas De La Torre,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8201,ESCUELA RURAL LAS CAMPANAS,Los Carreras S/nº,982181069,escuelaruralascampanas.puqueldon@educhiloe.gob.cl,Sin información.,Nora Edith Araya Martínez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8197,ESCUELA RURAL LAS LAGUNAS,Los Carreras S/nº,92110396,escuelalaslagunas@gmail.com,Sin información.,Verónica Yanett Elgueta Vargas,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8200,ESCUELA RURAL SAN AGUSTIN,Sector San Agustin.,677217,escuelaruralsanagustin.puqueldon@educhiloe.gob.cl,Sin información.,Danilo Alfonso Andrade Millalonco,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8198,ESCUELA RURAL SAN JUAN DE LINCAY,Lincay,986696626,escuelaruralsanjuan.puqueldon@educhiloe.gob.cl,Sin información.,Sandra Jacqueline Barría González,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
8203,ESCUELA RURAL SANTA ROSA,Liucura S/nº,,escuelaruralsantarosa.puqueldon@educhiloe.gob.cl,Sin información.,Paula Marcela Devia Caicheo,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,PUQUELDÓN
22439,COLEGIO TERRA NOVA,Detico Rural S/n,99835316,clg.terranova@gmail.com,colegioterranovaqueilen.cl/,Teresita De Lourdes Vera Andrade,Corporación Educacional Terra Nova,DE LOS LAGOS,QUEILÉN
8236,ESCUELA CHILHUE,Rene Carcamo 300,2611615,escuelachilhue@gmail.com,www.facebook.com/profile.php?id=100008167842787,Jorge Hernán Díaz Márquez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8238,ESCUELA RURAL ALQUI,Alqui Rural  Isla Tranqui,2611601,escuelaruralalqui@gmail.com,Sin información.,Sin información.,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8241,ESCUELA RURAL ALVARO VARGAS MIRANDA,Santa Maria - Agoni  Camino Chonchi A Queilen,91295334,escuelaruralalvarovargasm.queilen@educhiloe.gob.cl,Sin información.,Marcia Irene Vera Pérez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8254,ESCUELA RURAL DETICO,Detico,2611601,escueladetico@hotmail.com,Sin información.,José Ricardo Raimilla Oñate,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8244,ESCUELA RURAL DIAZ-LIRA,Diaz Lira,2638152,escuelaruraldiazlira@gmail.com,Sin información.,Sin información.,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8239,ESCUELA RURAL INSTITUTO CORFO-PUREO,Pureo,2611601,escuelaruralinstitutocorfopureo.queilen@educhiloe.gob.cl,Sin información.,Juan Luis Jiménez Orellana,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8247,ESCUELA RURAL JUAN ANTONIO VERA DIAZ,Apeche Km. 9 (sector Rural) Queilén,,gafiva73@hotmail.com,Sin información.,Gastón Antonio Figueroa Vásquez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8243,ESCUELA RURAL JUAN BAUTISTA CHIGUAY,Contuy,611601,esc.juanbautistachiguaycontuy@gmail.com,Sin información.,Patricia Alejandra Cumicheo Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8246,ESCUELA RURAL NEPUE,Nepue,2611601,escuelaruralnepue@gmail.com,Sin información.,Carmen Luz Aránguiz Gómez,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8237,ESCUELA RURAL PAILDAD,Paildad,367040,dadi_ulloa@hotmail.com,Sin información.,Patricio Eugenio Ulloa Díaz,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
8251,ESCUELA RURAL SAN JOSE DE TRANQUI,San Jose De Tranqui,611601,escuelasanjosetranqui@gmail.com,Sin información.,Sandra Ester Castro Lastra,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
22674,LICEO BICENTENARIO POLIVALENTE DE QUEILEN,Profesor Rene Cárcamo 350,2611612,lpqueilen@gmail.com,Sin información.,Nelson Emilio Castro Pinto,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUEILÉN
42349,CEIA NACIONES UNIDAS,Pasaje Entel 789 / 763,2681452,c.e.nacionesunidasquellon24@gmail.com,Sin información.,Paola Alejandra Neún Pereda,Corporacion Educacional Naciones Unidas,DE LOS LAGOS,QUELLÓN
22307,CENTRO DE EDUCACION DE ADULTOS QUELLON,Galvarino Riveros S/n,2683583,j.vargasaguila@yahoo.es,Sin información.,José Ismael Vargas Águila,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22658,CENTRO EDUCACIONAL EMANUEL,Avda Juan Ladrilleros 2160,2681739,corp.educacional.emanuel_2008@hotmail.com,Sin información.,Lidia Herminda Solís Martínez,Corporación Educacional Emanuel De Quellón,DE LOS LAGOS,QUELLÓN
22330,CENTRO EDUCACIONAL SAN AGUSTIN,Alberto Vanz 707,57097533,sanagustin@fundacionserra.cl,Sin información.,Pamela Saibeth Barrios Ormeño,Fundación Educacional Serra,DE LOS LAGOS,QUELLÓN
16950,CENTRO EDUCACIONAL SAN PEDRO DE QUELLON,Ruta 5 Sur Km3 Cruce Quila Quemada,966330597,cesanpedroquellon@gmail.com,Sin información.,Ruth Marisol Ampuero Ampuero,Corporación Educacional San Pedro De Quellón,DE LOS LAGOS,QUELLÓN
22447,CENTRO EDUCACIONAL TRAF TREMUN,Ruta 5 Sur  Km. 1,2680906,veraconvivencia.colegio@gimail.com,colegiotraftremun.cl,Alamiro Sebastián Vera Barría,Corporación Educacional Traf Tremun,DE LOS LAGOS,QUELLÓN
22327,COLEGIO GABRIELA MISTRAL,Santos Vargas 242,682813,administraciongmistral@gmail.com,www.gabrielamistralquellon.cl,Carmen Sonia Subiabre Loaiza,Corporación Educacional Gabriela Mistral De Quellón,DE LOS LAGOS,QUELLÓN
22656,COLEGIO LLACOLEN,Chaiguao S/n Rural,000000,alilarakonig@gmail.com,Sin información.,Alicia Del Carmen Lara König,Corporación Educacional Colegio Llacolén,DE LOS LAGOS,QUELLÓN
22533,COLEGIO MON MAPU,Camino A Yaldad S/n,96444905,sociedadmonmapu@gmail.com,Sin información.,Héctor Cristóbal Leiva Oñate,Corporación Educacional Mon Mapu,DE LOS LAGOS,QUELLÓN
22196,COLEGIO QUELLON,Camino A San Antonio S/nº,2682483,direccion@colegioquellon.cl,www.colegioquellonchiloe.cl,Josefina Andrea Miranda Oyarzún,Fundacion Educacional Quellon,DE LOS LAGOS,QUELLÓN
22130,ESCUELA ALLA-KINTUY,Cruce A Yaldad S/n,2682648,allakintuy@gmail.com,Sin información.,Dany Esteban Navarro Santana,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22380,ESCUELA BASICA SECTOR ORIENTE,Adan Bustamante 157,2682114,escuelaoriente@escuelaoriente.cl,www.escuelaoriente.cl,Alejandra Andrea Rodríguez Morales,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8256,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,Santos Vargas 093,2681272,secretaria@eebpquellon.com,Sin información.,Vanessa Karina Cárdenas Andrade,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
22547,ESCUELA ESPECIAL DE LENGUAJE PULMAHUE,Ignacio Carrera Pinto 105 105,2681162,macarenapulmahue@gmail.com,Sin información.,Macarena Pilar Zevallos Arancibia,Centro Educacional Pulmahue E.i.e.,DE LOS LAGOS,QUELLÓN
42061,ESCUELA HOSPITALARIA QUELLÓN,Dr. Eduardo Ahués Nº 305 305,61203938,fabian.santibanez@escuelahospitalaria.cl,Sin información.,Pablo Hernán Maldonado Briceño,Escuelas  Hospitalarias Salomon  E.i.e,DE LOS LAGOS,QUELLÓN
8264,ESCUELA RURAL ADELA GARCIA GARCIA,Curanue,2681275,sandritajac@hotmail.com,Sin información.,Sandra Jacqueline Lagos Reyes,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
8285,ESCUELA RURAL AGUA FRESCA,Agua Fresca,2681275,escuelaruralaguafresca.quellon@educhile.gob.cl,www.aguafresca.cl,Hernán Del Carmen Tello Cortés,Servicio Local De Educación Pública De Chiloé,DE LOS LAGOS,QUELLÓN
